LogP,MolWt,TPSA,NumHDonors,NumAcceptors,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,RingCount,MaxPartialCharge,MinAbsEStateIndex,FpDensityMorgan1,SlogP_VSA1,SlogP_VSA2,NumRadicalElectrons
1.2853999999999999,312.4100000000001,90.64999999999999,2,5,0.75,22,3,6,1,0.3333193586337961,0.06134603069622857,1.3636363636363635,11.050456081168516,42.77498141560879,0
1.7856000000000096,733.9369999999999,193.91,5,14,0.9459459459459459,51,5,14,3,0.3111884202841215,0.09355494927284269,0.8823529411764706,0.0,147.6470162687586,0
-0.21626000000000434,1346.3769999999997,437.22999999999985,10,17,0.6290322580645161,92,16,28,12,,0.02152715740263611,0.8043478260869565,48.22798418264063,141.45408543191766,0
-1.0293,194.194,61.82,0,6,0.375,14,0,6,2,0.3317034326359889,0.31657407407407345,1.1428571428571428,11.24901029325548,18.68527746432127,0
0.2654000000000025,290.40400000000005,52.6,0,4,0.8571428571428571,20,0,6,0,0.30608803996099565,0.08368173658352229,0.7,0.0,89.49398092820708,0
1.610899999999999,474.5870000000004,113.41999999999999,1,8,0.5,33,1,10,4,0.2768584114184537,0.14650035168388365,1.121212121212121,10.296129848852058,77.2049440626567,0
1.9828999999999997,441.57500000000016,104.81,2,6,0.3684210526315789,29,2,8,2,0.22931888212140222,0.4951136001851497,0.7931034482758621,14.181052682704227,60.99110882554641,0
2.5238000000000014,248.717,77.82,2,4,0.16666666666666666,17,4,4,2,0.22172679395169156,0.20561437949665473,1.1176470588235294,11.46733495432437,9.967957041894417,0
4.171100000000004,608.6880000000003,117.78000000000002,1,10,0.5151515151515151,44,1,11,6,0.3382743425592041,0.016967685426380275,0.9090909090909091,18.947451815200196,89.77872966268832,0
1.9007000000000065,748.9960000000002,180.08,5,14,0.9736842105263158,52,5,14,3,0.3111884259366843,0.13307170776687371,0.9423076923076923,0.0,166.39795027098185,0
3.959800000000003,263.793,3.24,0,2,0.2857142857142857,17,0,1,3,0.04505297260104157,0.8783477418745279,1.2352941176470589,0.0,11.444666136763054,0
3.769700000000002,392.51900000000006,46.53,1,3,0.48,29,1,4,5,0.34747190480827306,0.09416713907785423,0.8620689655172413,0.0,46.83602439835655,0
6.681400000000006,412.5290000000001,46.53,1,2,0.39285714285714285,31,1,3,7,0.33520102142987873,0.28109185742708453,0.8387096774193549,4.736862953800049,18.18563022407009,0
-0.1879000000000003,254.286,93.80999999999999,3,5,0.4166666666666667,18,4,6,1,0.23333885900157694,0.0690088813303098,1.4444444444444444,20.524181988768614,38.32281501857243,0
3.096200000000003,630.8520000000001,161.48000000000002,5,7,0.6666666666666666,44,5,10,4,0.2427919053266428,0.027556286958273724,0.9772727272727273,10.633577208012662,75.20465876836465,0
2.8843000000000005,383.37600000000015,86.33,1,6,0.25,26,1,7,3,0.38703321387383754,0.009616708381137817,1.2307692307692308,14.210588861400147,39.99193422400725,0
2.5299200000000006,348.42800000000005,100.19,3,5,0.25,24,3,7,2,0.3283922986349224,0.10609977324263031,1.2083333333333333,15.355672072464749,25.474730846762178,0
3.812980000000003,324.39900000000006,36.26,0,3,0.35,24,0,3,3,0.12273124998647017,0.249777435550794,1.2083333333333333,0.0,25.540010102117435,0
3.8210000000000024,382.5290000000003,53.17,1,3,0.36363636363636365,27,1,4,4,0.17820225495899333,0.1325783415217936,1.1481481481481481,0.0,43.68880806061114,0
0.9813999999999998,177.25099999999998,36.42,2,1,0.3,13,2,3,1,0.19048467632583913,0.7999537037037037,1.3076923076923077,10.633577208012662,20.054898534098214,0
